"E","E0","tau","tp","nn","nn0","n_lib","n_pred","rmse","te","ete","pval","n_surr","effect_var","cause_var","cond_var","fdr"
1,0,1,-2,4,3,85,85,0.468379693468057,0.253449113778604,0.241589040584904,0,2000,"PRO_Taxa00004","mean_height_diff","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0
1,0,1,-1,4,3,94,94,0.602780020854595,0.0228229381876134,0.0225801826900116,0.0035,2000,"PRO_Taxa00004","mean_height_diff","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.0118173791821561
1,0,1,0,4,3,103,103,0.577145751884207,0.0825714937070212,0.0738295444324246,0.015,2000,"PRO_Taxa00004","mean_height_diff","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.035158064516129
1,0,1,-2,4,3,85,85,0.503109530090306,0.18192049153719,0.165004949135394,0.008,2000,"PRO_Taxa00006","mean_height_diff","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.0217871064467766
1,0,1,-1,4,3,94,94,0.477132919338661,0.256580151521372,0.237020081936476,0,2000,"PRO_Taxa00006","mean_height_diff","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0
1,0,1,0,4,3,103,103,0.511070993520143,0.204157820113737,0.191109717340387,5e-04,2000,"PRO_Taxa00006","mean_height_diff","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.00240596026490066
2,1,1,-2,5,4,75,75,0.392377470346034,0.212965342022611,0.121447615970831,0.1535,2000,"PRO_Taxa00007","mean_height_diff","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.220857623762376
2,1,1,-1,5,4,84,84,0.39918984888236,0.165279214499053,0.121926468824345,0.0385,2000,"PRO_Taxa00007","mean_height_diff","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.0721353790613718
2,1,1,0,5,4,84,84,0.396786701616227,0.103815999291179,0.0940456791718847,0.0065,2000,"PRO_Taxa00007","mean_height_diff","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.0187714626391097
1,0,1,-2,4,3,85,85,0.409458110330605,0.387893788204994,0.358646408480015,0,2000,"PRO_Taxa00008","mean_height_diff","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0
