"E","E0","tau","tp","nn","nn0","n_lib","n_pred","rmse","te","ete","pval","n_surr","effect_var","cause_var","cond_var","fdr"
1,0,1,-1,4,3,99,99,0.247383756412602,0.384000407476575,0.336553314731649,0.003,2000,"mean_height_diff","PRO_Taxa00019","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.198163636363636
1,0,1,0,4,3,103,103,0.286580339798697,0.215840097248374,0.172393172930609,0.047,2000,"mean_height_diff","PRO_Taxa00019","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.527009259259259
2,1,1,-2,5,4,90,90,0.485107042790152,0.431154796953877,0.415704636164588,0.001,2000,"mean_height_diff","PRO_Taxa00020","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.106852941176471
2,1,1,-1,5,4,99,99,0.384945330738938,0.0301854655417227,0,0.332,2000,"mean_height_diff","PRO_Taxa00020","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.962527888446215
2,1,1,0,5,4,94,94,0.108264106192623,-0.00558187538963706,0,1,2000,"mean_height_diff","PRO_Taxa00020","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
2,1,1,-2,5,4,90,90,0.827238122686973,-0.00385256037293488,0,1,2000,"mean_height_diff","PRO_Taxa00021","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
2,1,1,-1,5,4,99,99,0.820922389507425,-0.103293436185818,0,1,2000,"mean_height_diff","PRO_Taxa00021","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
2,1,1,0,5,4,94,94,0.862464803703895,-0.0420271513857165,0,1,2000,"mean_height_diff","PRO_Taxa00021","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
3,2,1,-2,6,5,90,90,0.463850238577466,0.112914490980362,0.102424652503284,0.005,2000,"mean_height_diff","PRO_Taxa00022","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.263260869565217
3,2,1,-1,6,5,90,90,0.656297104972292,0.00314358073401122,0,0.443,2000,"mean_height_diff","PRO_Taxa00022","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
3,2,1,0,6,5,85,85,0.702499920805575,-0.0566033952846742,0,1,2000,"mean_height_diff","PRO_Taxa00022","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
2,1,1,-2,5,4,90,90,0.779900155186301,-0.0942552379011838,0,1,2000,"mean_height_diff","PRO_Taxa00023","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
2,1,1,-1,5,4,99,99,0.853318602681711,-0.216389250046602,0,1,2000,"mean_height_diff","PRO_Taxa00023","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
2,1,1,0,5,4,94,94,0.675766509335134,0.0938265146555124,0.0477177543316287,0.212,2000,"mean_height_diff","PRO_Taxa00023","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.828339592274678
1,0,1,-2,4,3,90,90,0.685267653206085,0.381456299081641,0.352815299961875,0,2000,"mean_height_diff","PRO_Taxa00024","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0
1,0,1,-1,4,3,99,99,0.660741302262399,0.357475923050997,0.321198732769185,0.001,2000,"mean_height_diff","PRO_Taxa00024","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.106852941176471
1,0,1,0,4,3,103,103,0.694042643707604,0.277467374922245,0.240711942926477,0.006,2000,"mean_height_diff","PRO_Taxa00024","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.29064
2,1,1,-2,5,4,90,90,0.628961392463545,-0.0622129092550405,0,1,2000,"mean_height_diff","PRO_Taxa00025","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
2,1,1,-1,5,4,99,99,0.557771581049354,0.319392692022214,0.295474767168652,0.0025,2000,"mean_height_diff","PRO_Taxa00025","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.185357142857143
2,1,1,0,5,4,94,94,0.467348658520288,0.109413536273042,0.0793113878505024,0.0775,2000,"mean_height_diff","PRO_Taxa00025","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.662488235294118
3,2,1,-2,6,5,90,90,0.769101624140147,-0.0502406472923118,0,1,2000,"mean_height_diff","PRO_Taxa00026","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
3,2,1,-1,6,5,90,90,0.707143884030715,-0.0815649351785342,0,1,2000,"mean_height_diff","PRO_Taxa00026","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
3,2,1,0,6,5,85,85,0.756442005413592,-0.0324117762183244,0,1,2000,"mean_height_diff","PRO_Taxa00026","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
3,2,1,-2,6,5,90,90,0.152293091006107,0.0870480885743778,0.082758612931023,0.0085,2000,"mean_height_diff","PRO_Taxa00027","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.305579439252336
3,2,1,-1,6,5,90,90,0.129383471541581,0.0199285781173804,0.0112847274206399,0.1635,2000,"mean_height_diff","PRO_Taxa00027","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.764472972972973
3,2,1,0,6,5,85,85,0.0822990873762515,0.0302387073387451,0.00467029679912053,0.329,2000,"mean_height_diff","PRO_Taxa00027","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.961249400479616
3,2,1,-2,6,5,90,90,0.574303473754986,0.00827690055394181,0,0.304,2000,"mean_height_diff","PRO_Taxa00028","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.933585798816568
3,2,1,-1,6,5,90,90,0.913009752339851,-0.0140307432352293,0,1,2000,"mean_height_diff","PRO_Taxa00028","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
3,2,1,0,6,5,85,85,0.777110579009284,0.0772357682625846,0.0629573590828868,0.0535,2000,"mean_height_diff","PRO_Taxa00028","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.565015988372093
2,1,1,-2,5,4,90,90,1.04174653511496,-0.15475932014633,0,1,2000,"mean_height_diff","PRO_Taxa00029","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
2,1,1,-1,5,4,99,99,0.971123370321805,0.0698325486558703,0.00271214794416119,0.4125,2000,"mean_height_diff","PRO_Taxa00029","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
2,1,1,0,5,4,94,94,0.839276956853127,0.0210401564569107,0,0.2875,2000,"mean_height_diff","PRO_Taxa00029","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.921853744493392
2,1,1,-2,5,4,90,90,0.54205853090118,-0.0550655819365229,0,1,2000,"mean_height_diff","PRO_Taxa00030","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
2,1,1,-1,5,4,99,99,0.980758275602693,-0.0788465998377279,0,1,2000,"mean_height_diff","PRO_Taxa00030","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
2,1,1,0,5,4,94,94,0.802929532873983,0.00320220563128443,0,0.3305,2000,"mean_height_diff","PRO_Taxa00030","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.961249400479616
3,2,1,-2,6,5,90,90,0.507033786501631,-0.2014268018086,0,1,2000,"mean_height_diff","PRO_Taxa00031","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
3,2,1,-1,6,5,90,90,0.363432718567175,0.0702490518682357,0.055732121205074,0.0665,2000,"mean_height_diff","PRO_Taxa00031","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.622666237113402
3,2,1,0,6,5,85,85,0.405401831277902,0.105920259152687,0.07769210126008,0.068,2000,"mean_height_diff","PRO_Taxa00031","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.631826086956522
1,0,1,-2,4,3,90,90,0.662455889816511,-0.0617959759920849,0,1,2000,"mean_height_diff","PRO_Taxa00032","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
1,0,1,-1,4,3,99,99,0.663184642405526,0.207585030319876,0.195158719259703,0.004,2000,"mean_height_diff","PRO_Taxa00032","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.234387096774194
