"variable","fval","pval"
"total_rice_heads","87.1811149032991","1.41307364572913e-05"
"total_wet_weight_12ind","192.592942537601","7.03078564409876e-07"
"total_dry_weight_12ind","195.601147526732","6.6227694307065e-07"
"total_grain_10heads","21.624586871001","0.00164419972862738"
"fertile_grain_10heads","23.3933396192031","0.00129360568947119"
"sterile_grain_10heads","1.33637245392823","0.281028964490985"
"total_dry_wt_10heads","24.4260411576869","0.00113182656174545"
"fertile_dry_wt_10heads","25.3378423041229","0.00100954165963643"
"sterile_dry_wt_10heads","2.22508066954097","0.174126806179109"
