"query","superkingdom","kingdom","subkingdom","phylum","subphylum","class","subclass","superorder","order","suborder","family","subfamily","tribe","subtribe","genus","species"
"OTU03098","Eukaryota","","","Oomycota","","","","","Saprolegniales","","Saprolegniaceae","","","","",""
"OTU03099","","","","","","","","","","","","","","","",""
"OTU03100","","","","","","","","","","","","","","","",""
"OTU03101","","","","","","","","","","","","","","","",""
"OTU03102","","","","","","","","","","","","","","","",""
"OTU03103","","","","","","","","","","","","","","","",""
"OTU03104","","","","","","","","","","","","","","","",""
"OTU03105","","","","","","","","","","","","","","","",""
"OTU03106","","","","","","","","","","","","","","","",""
"OTU03107","","","","","","","","","","","","","","","",""
"OTU03108","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","","","","","","","",""
"OTU03109","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","Globisporangium",""
"OTU03110","","","","","","","","","","","","","","","",""
"OTU03111","","","","","","","","","","","","","","","",""
"OTU03112","Eukaryota","","","","","","","","","","","","","","",""
"OTU03113","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU03114","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Sordariomycetes","","","","","","","","","",""
"OTU03115","","","","","","","","","","","","","","","",""
"OTU03116","","","","","","","","","","","","","","","",""
"OTU03117","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU03118","","","","","","","","","","","","","","","",""
"OTU03119","","","","","","","","","","","","","","","",""
"OTU03120","","","","","","","","","","","","","","","",""
"OTU03121","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU03122","","","","","","","","","","","","","","","",""
"OTU03123","","","","","","","","","","","","","","","",""
"OTU03124","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","Agaricomycetidae","","Agaricales","Tricholomatineae","Entolomataceae","","","","Clitopilus",""
"OTU03125","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Rhizophydiales","","Protrudomycetaceae","","","","Protrudomyces","Protrudomyces sp."
"OTU03126","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU03127","Eukaryota","Fungi","Dikarya","Basidiomycota","Pucciniomycotina","Microbotryomycetes","","","Sporidiobolales","","","","","","",""
"OTU03128","","","","","","","","","","","","","","","",""
"OTU03129","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU03130","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU03131","","","","","","","","","","","","","","","",""
"OTU03132","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","","","","","","","",""
"OTU03133","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporomycetidae","","Pleosporales","","Torulaceae","","","","Dendryphion",""
"OTU03134","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Corticiales","","Punctulariaceae","","","","Punctulariopsis",""
"OTU03135","","","","","","","","","","","","","","","",""
"OTU03136","","","","","","","","","","","","","","","",""
"OTU03137","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Sordariomycetes","Sordariomycetidae","","Magnaporthales","","Magnaporthaceae","","","","Nakataea","Nakataea oryzae"
"OTU03138","","","","","","","","","","","","","","","",""
"OTU03139","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU03140","","","","","","","","","","","","","","","",""
"OTU03141","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","Globisporangium",""
"OTU03142","Eukaryota","Fungi","","Chytridiomycota","","","","","","","","","","","",""
"OTU03143","","","","","","","","","","","","","","","",""
"OTU03144","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Auriculariales","","Exidiaceae","","","","Exidia","Exidia uvapassa"
"OTU03145","","","","","","","","","","","","","","","",""
"OTU03146","","","","","","","","","","","","","","","",""
"OTU03147","","","","","","","","","","","","","","","",""
"OTU03148","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","Pythium",""
"OTU03149","","","","","","","","","","","","","","","",""
"OTU03150","","","","","","","","","","","","","","","",""
"OTU03151","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","Agaricomycetidae","","Agaricales","Marasmiineae","Mycenaceae","","","","Panellus","Panellus stipticus"
"OTU03152","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","Sphaeropleales","","Scenedesmaceae","","","","Desmodesmus",""
"OTU03153","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporomycetidae","","Pleosporales","","","","","","",""
"OTU03154","","","","","","","","","","","","","","","",""
"OTU03155","","","","","","","","","","","","","","","",""
"OTU03156","","","","","","","","","","","","","","","",""
"OTU03157","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Corticiales","","Corticiaceae","","","","Sistotrema","Sistotrema sernanderi"
"OTU03158","","","","","","","","","","","","","","","",""
"OTU03159","","","","","","","","","","","","","","","",""
"OTU03160","","","","","","","","","","","","","","","",""
"OTU03161","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporomycetidae","","Pleosporales","Pleosporineae","Leptosphaeriaceae","","","","Ampelomyces",""
"OTU03162","","","","","","","","","","","","","","","",""
"OTU03163","","","","","","","","","","","","","","","",""
"OTU03164","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU03165","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","Agaricomycetidae","","Agaricales","Agaricineae","Lycoperdaceae","","","","",""
"OTU03166","","","","","","","","","","","","","","","",""
"OTU03167","Eukaryota","Fungi","Dikarya","Basidiomycota","","","","","","","","","","","",""
"OTU03168","","","","","","","","","","","","","","","",""
"OTU03169","","","","","","","","","","","","","","","",""
"OTU03170","","","","","","","","","","","","","","","",""
"OTU03171","","","","","","","","","","","","","","","",""
"OTU03172","","","","","","","","","","","","","","","",""
"OTU03173","","","","","","","","","","","","","","","",""
"OTU03174","","","","","","","","","","","","","","","",""
"OTU03175","","","","","","","","","","","","","","","",""
"OTU03176","","","","","","","","","","","","","","","",""
"OTU03177","","","","","","","","","","","","","","","",""
"OTU03178","","","","","","","","","","","","","","","",""
"OTU03179","","","","","","","","","","","","","","","",""
"OTU03180","","","","","","","","","","","","","","","",""
"OTU03181","","","","","","","","","","","","","","","",""
"OTU03182","","","","","","","","","","","","","","","",""
"OTU03183","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU03184","","","","","","","","","","","","","","","",""
"OTU03185","","","","","","","","","","","","","","","",""
"OTU03186","","","","","","","","","","","","","","","",""
"OTU03187","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU03188","","","","","","","","","","","","","","","",""
"OTU03189","","","","","","","","","","","","","","","",""
"OTU03190","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU03191","Eukaryota","","","","","","","","","","","","","","",""
"OTU03192","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU03193","","","","","","","","","","","","","","","",""
"OTU03194","","","","","","","","","","","","","","","",""
"OTU03195","","","","","","","","","","","","","","","",""
"OTU03196","","","","","","","","","","","","","","","",""
"OTU03197","Eukaryota","","","Ciliophora","","","","","","","","","","","",""
"OTU03198","","","","","","","","","","","","","","","",""
"OTU03199","Eukaryota","Metazoa","","Rotifera","","Eurotatoria","Bdelloidea","","","","","","","","",""
"OTU03200","","","","","","","","","","","","","","","",""
"OTU03201","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU03202","","","","","","","","","","","","","","","",""
"OTU03203","","","","","","","","","","","","","","","",""
"OTU03204","","","","","","","","","","","","","","","",""
"OTU03205","","","","","","","","","","","","","","","",""
"OTU03206","","","","","","","","","","","","","","","",""
"OTU03207","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU03208","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Sordariomycetes","Sordariomycetidae","","","","Barbatosphaeriaceae","","","","Barbatosphaeria","Barbatosphaeria arboricola"
"OTU03209","","","","","","","","","","","","","","","",""
"OTU03210","Eukaryota","","","","","","","","","","","","","","",""
"OTU03211","","","","","","","","","","","","","","","",""
"OTU03212","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU03213","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU03214","","","","","","","","","","","","","","","",""
"OTU03215","","","","","","","","","","","","","","","",""
"OTU03216","","","","","","","","","","","","","","","",""
"OTU03217","","","","","","","","","","","","","","","",""
"OTU03218","","","","","","","","","","","","","","","",""
"OTU03219","","","","","","","","","","","","","","","",""
"OTU03220","","","","","","","","","","","","","","","",""
"OTU03221","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU03222","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Tremellomycetes","","","Tremellales","","Bulleribasidiaceae","","","","Dioszegia","Dioszegia maotaiensis"
"OTU03223","Eukaryota","","","Ciliophora","Intramacronucleata","Spirotrichea","Stichotrichia","","Urostylida","","Urostylidae","","","","Uroleptus",""
"OTU03224","","","","","","","","","","","","","","","",""
"OTU03225","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","Chlamydomonadales","","Volvocaceae","","","","Pandorina","Pandorina morum"
"OTU03226","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","Chlorosarcinales","","Chlorosarcinaceae","","","","Neochlorosarcina",""
"OTU03227","","","","","","","","","","","","","","","",""
"OTU03228","","","","","","","","","","","","","","","",""
"OTU03229","","","","","","","","","","","","","","","",""
"OTU03230","","","","","","","","","","","","","","","",""
"OTU03231","","","","","","","","","","","","","","","",""
"OTU03232","","","","","","","","","","","","","","","",""
"OTU03233","","","","","","","","","","","","","","","",""
"OTU03234","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Corticiales","","Corticiaceae","","","","",""
"OTU03235","","","","","","","","","","","","","","","",""
"OTU03236","","","","","","","","","","","","","","","",""
"OTU03237","","","","","","","","","","","","","","","",""
"OTU03238","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Steccherinaceae","","","","Steccherinum",""
"OTU03239","","","","","","","","","","","","","","","",""
"OTU03240","","","","","","","","","","","","","","","",""
"OTU03241","","","","","","","","","","","","","","","",""
"OTU03242","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU03243","","","","","","","","","","","","","","","",""
"OTU03244","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Zygophlyctidales","","Zygophlyctidaceae","","","","Zygophlyctis","Zygophlyctis sp."
"OTU03245","","","","","","","","","","","","","","","",""
"OTU03246","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","","","","","","","","","","",""
"OTU03247","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU03248","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Corticiales","","Corticiaceae","","","","Crustoderma",""
"OTU03249","Bacteria","","","Actinomycetota","","Actinomycetes","","","Micrococcales","","Microbacteriaceae","","","","",""
"OTU03250","","","","","","","","","","","","","","","",""
"OTU03251","","","","","","","","","","","","","","","",""
"OTU03252","","","","","","","","","","","","","","","",""
"OTU03253","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","Pythium",""
"OTU03254","","","","","","","","","","","","","","","",""
"OTU03255","","","","","","","","","","","","","","","",""
"OTU03256","","","","","","","","","","","","","","","",""
"OTU03257","","","","","","","","","","","","","","","",""
"OTU03258","Eukaryota","Fungi","Dikarya","","","","","","","","","","","","",""
"OTU03259","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Sordariomycetes","Sordariomycetidae","","Magnaporthales","","Magnaporthaceae","","","","",""
"OTU03260","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","",""
"OTU03261","","","","","","","","","","","","","","","",""
"OTU03262","","","","","","","","","","","","","","","",""
"OTU03263","","","","","","","","","","","","","","","",""
"OTU03264","","","","","","","","","","","","","","","",""
"OTU03265","","","","","","","","","","","","","","","",""
"OTU03266","","","","","","","","","","","","","","","",""
"OTU03267","","","","","","","","","","","","","","","",""
"OTU03268","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU03269","","","","","","","","","","","","","","","",""
"OTU03270","","","","","","","","","","","","","","","",""
"OTU03271","Eukaryota","","","Oomycota","","","","","Saprolegniales","","Saprolegniaceae","","","","Plectospira",""
"OTU03272","","","","","","","","","","","","","","","",""
"OTU03273","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU03274","","","","","","","","","","","","","","","",""
"OTU03275","","","","","","","","","","","","","","","",""
"OTU03276","","","","","","","","","","","","","","","",""
"OTU03277","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","","","","","","","",""
"OTU03278","","","","","","","","","","","","","","","",""
"OTU03279","","","","","","","","","","","","","","","",""
"OTU03280","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU03281","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU03282","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Leotiomycetes","","","Helotiales","","","","","","",""
